location,temperature,humidity,wind_speed,rainfall,crowd_density,time_of_day,disruption,timestamp
"Galle,LK",26.38,83,9.45,0.0,3.97,morning,0,2025-08-03T11:05:51.558639
"Galle,LK",26.38,83,9.45,0.0,1.72,morning,0,2025-08-03T11:05:54.532509
"Galle,LK",26.38,83,9.45,0.0,4.59,morning,0,2025-08-03T11:05:57.696667
"Galle,LK",26.38,83,9.45,0.0,1.89,morning,0,2025-08-03T11:06:00.867141
"Galle,LK",26.38,83,9.45,0.0,2.23,morning,0,2025-08-03T11:06:03.748208
"Galle,LK",26.38,83,9.45,0.0,1.79,morning,0,2025-08-03T11:06:06.810677
"Galle,LK",26.38,83,9.45,0.0,1.6,morning,0,2025-08-03T11:06:09.891248
"Galle,LK",26.38,83,9.45,0.0,4.5,morning,0,2025-08-03T11:06:12.859414
"Galle,LK",26.38,83,9.45,0.0,3.26,morning,0,2025-08-03T11:06:15.932421
"Galle,LK",26.38,83,9.45,0.0,3.42,morning,0,2025-08-03T11:06:18.903885
"Jaffna,LK",27.65,79,4.24,0.0,5.1,morning,1,2025-08-03T11:06:22.073603
"Jaffna,LK",27.65,79,4.24,0.0,4.87,morning,0,2025-08-03T11:06:25.152431
"Jaffna,LK",27.65,79,4.24,0.0,5.31,morning,1,2025-08-03T11:06:28.518495
"Jaffna,LK",27.65,79,4.24,0.0,2.2,morning,0,2025-08-03T11:06:31.589029
"Jaffna,LK",27.65,79,4.24,0.0,5.21,morning,1,2025-08-03T11:06:34.565810
"Jaffna,LK",27.65,79,4.24,0.0,0.6,morning,0,2025-08-03T11:06:37.737564
"Jaffna,LK",27.65,79,4.24,0.0,2.75,morning,0,2025-08-03T11:06:40.812284
"Jaffna,LK",27.65,79,4.24,0.0,1.2,morning,0,2025-08-03T11:06:43.982055
"Jaffna,LK",27.65,79,4.24,0.0,4.05,morning,0,2025-08-03T11:06:46.950878
"Jaffna,LK",27.65,79,4.24,0.0,3.54,morning,0,2025-08-03T11:06:50.028762
"Anuradhapura,LK",28.3,72,3.63,0.0,2.22,morning,0,2025-08-03T11:06:53.003157
"Anuradhapura,LK",28.3,72,3.63,0.0,0.98,morning,0,2025-08-03T11:06:56.068164
"Anuradhapura,LK",28.3,72,3.63,0.0,0.84,morning,0,2025-08-03T11:06:59.035360
"Anuradhapura,LK",28.3,72,3.63,0.0,5.07,morning,1,2025-08-03T11:07:02.113336
"Anuradhapura,LK",28.3,72,3.63,0.0,1.82,morning,0,2025-08-03T11:07:05.279994
"Anuradhapura,LK",28.3,72,3.63,0.0,3.64,morning,0,2025-08-03T11:07:08.247651
"Anuradhapura,LK",28.3,72,3.63,0.0,0.6,morning,0,2025-08-03T11:07:11.329973
"Anuradhapura,LK",28.3,72,3.63,0.0,4.83,morning,0,2025-08-03T11:07:14.400427
"Anuradhapura,LK",28.3,72,3.63,0.0,0.66,morning,0,2025-08-03T11:07:17.298181
"Anuradhapura,LK",28.3,72,3.63,0.0,4.3,morning,0,2025-08-03T11:07:20.441216
"Nuwara Eliya,LK",15.13,86,1.51,0.0,1.9,morning,0,2025-08-03T11:07:23.610473
"Nuwara Eliya,LK",15.13,86,1.51,0.0,5.17,morning,1,2025-08-03T11:07:26.480291
